"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"France","FRA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.99279","29.49665","","","34.20437","34.27348","33.63592","33.76937","35.15927","36.00706","38.9199","37.30938","36.36891","34.06808","33.75392","33.43725","32.96949","31.62493","","","","","","","","",
"Faroe Islands","FRO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.90508","22.71169","20.67319","20.34455","25.48431","24.79769","24.37405","29.03337","26.05054","22.14017","20.34569","18.77949","23.64564","31.421","","40.20748","41.20273","35.35066","37.99046","","","","","","","","",
"Georgia","GEO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0113","","","10.22415","14.26683","","","","11.44","10.02091","","","","","","","",
"Ghana","GHA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298.91431","216.88525","235.53867","184.35349","150.87295","","94.90392","133.37936","67.09234","55.54285","","","","","","","","","","",
"Gibraltar","GIB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.31023","216.40755","","","66.07549","89.69088","95.63201","100.09901","64.45958","90.80184","89.67391","","","","","","","","","","",
"Gambia, The","GMB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.55495","","","","","","222.36201","103.31477","114.99424","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.67499","24.45624","19.86329","23.33121","22.87172","20.64593","23.31321","24.31325","","","","","","","","","","11.19976","","","","","","","","","",
"Grenada","GRD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.19902","","","","","","","",
"Greenland","GRL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.43099","","","19.91692","21.68904","21.94134","17.38998","19.02813","18.05949","","","","","","","","","",
"Guam","GUM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.77189","","27.00669","21.90601","","25.46028","18.18247","12.48065","13.7399","","","","","","","","","","","","",
"High income","HIC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.12143","25.400735","24.91938","23.46022","23.43859","23.597585","24.606975","24.17084","27.59751","24.65824","25.92255","24.390275","26.00953","26.89075","26.91991","25.40887","","","","","","","","",
"Hong Kong SAR, China","HKG","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.03684","52.2215","50.3713","37.43397","27.54043","54.69056","25.67837","25.43375","30.16774","34.79222","24.59004","23.31769","24.33261","23.04764","24.20304","","","","","","",
"Honduras","HND","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.56348","","48.12399","52.02067","46.89926","40.93656","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.165525","109.967365","102.84457","","","","","","","","","","","","",
"Croatia","HRV","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.02916","42.32382","","27.90867","25.35383","23.60723","","","24.19965","28.17146","25.58302","22.24972","25.54797","","25.74607","","","","","","","","","","","",
"Haiti","HTI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7165","33.45153","33.96201","32.02379","31.35122","31.07815","23.87014","23.28688","23.32975","23.64241","24.17084","27.59751","24.65824","28.09955","21.15852","25.40906","23.33577","21.24612","25.40887","","","","","","","","",
"IBRD only","IBD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.210635","","","22.563365","19.373445","","","","","","","","","","","",
"IDA & IBRD total","IBT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.796255","","","","","","","","","","","","","","",
"IDA blend","IDB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.04874","","","","","","","","","","23.70688","16.9734","21.05883","21.83162","","23.32807","21.60243","19.53687","20.76979","","","","","","","","","",
"IDA only","IDX","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.55564","98.096895","91.44465","","","","","","","","","","","","",
"Isle of Man","IMN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.88233","","","70.25823","62.91641","59.80892","56.92187","","","77.55281","71.54343","60.97288","54.44577","49.27271","","","","","","","","","","","",
"Not classified","INX","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.44398","27.92329","29.67067","27.12143","25.30856","23.00727","22.74967","23.4954","25.00394","25.42936","31.84588","36.18447","31.53732","29.69555","28.56806","25.6625","22.76605","18.99692","15.54304","","","","","","","","",
"Iran, Islamic Rep.","IRN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9835","35.11431","29.24287","23.43159","20.20363","25.69523","23.35713","17.01206","18.22381","15.23897","17.00301","14.83633","12.1726","12.80467","","18.12099","24.15663","","","","","","","",
"Iraq","IRQ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.02443","33.92496","33.61737","32.81309","29.24665","26.34483","27.52771","25.35656","25.98655","26.71026","27.58608","26.39043","22.41595","24.73664","23.88149","23.86484","24.7867","27.31457","","","","","","","","",
"Israel","ISR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.88002","29.285","27.53972","27.07987","23.7068","26.0644","22.14951","21.28346","21.5983","21.2449","19.91179","20.78325","19.79111","19.16336","21.08343","21.91679","20.93237","19.25088","18.18129","","","","","","","","",
"Italy","ITA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.14214","26.50089","25.58481","24.00849","25.31716","22.40146","21.60069","21.07472","22.08651","20.92153","23.56882","24.34607","24.44501","24.20626","24.53473","26.27299","26.27229","25.26641","24.32675","","","","","","","","",
"Jamaica","JAM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.6931","60.67173","33.01935","38.18464","58.35469","","","44.04528","56.83809","54.52797","49.43669","38.75464","42.04212","","36.59035","","","","","","","","","",
"Jordan","JOR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.36125","","","","","","","","","","","","","","","","","","","23.18203","22.61967","25.32656","","","","","","",
"Japan","JPN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.99086","24.36669","","20.60904","","","","","","","","",
"Kazakhstan","KAZ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.49532","","","","","","","9.56983","9.23194","11.33543","9.89648","8.5651","7.46282","","","","","","",
"Kenya","KEN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.22839","230.14649","","","280.69714","","","","","","","","","","","76.42309","","","","","","","","","",
"Kyrgyz Republic","KGZ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.08043","24.20849","15.74191","17.22572","20.8013","22.34201","22.78565","21.89344","22.2978","22.63517","19.04264","19.6311","18.87649","","18.43656","17.40966","5.58524","","4.84321","4.89776","","","","","","","",
"Cambodia","KHM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.80257","6.57624","5.25497","","","","","","","","","","","","","",
"Kiribati","KIR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84161","","","","","","","","","",
"Korea, Rep.","KOR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.48121","7.68231","","","","","","","","","","","","","","","","14.76092","15.02377","","","","","","","","",
"Kuwait","KWT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.03287","","","","","124.60588","132.25856","112.89651","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.36675","","","","","","27.66643","","29.13568","31.14099","","34.05957","","","","","","","","","",
"Lao PDR","LAO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.94546","","","69.72796","110.14221","85.14964","","","","","","","20.85342","14.651","18.07199","14.61925","21.67916","20.34415","","","","","","","","","","",
"Lebanon","LBN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.25306","","19.56536","21.58644","20.80963","16.64964","14.09011","11.31736","10.74533","10.46455","17.12481","19.47978","","","","","","","","","","","",
"Liberia","LBR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.35162","","","","","","","","","","","","",
"Libya","LBY","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.41819","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.13302","15.31342","12.6902","","","","","","","0","","","","","","",
"Latin America & Caribbean","LCN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.168055","","","","","","","","25.24782","31.14099","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.81621","100.318205","","","","","","","","","","","","","",
"Low income","LIC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.801355","","","","","","","","","","","","","",
"Liechtenstein","LIE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.58953","21.88283","","10.24261","9.1402","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.85289","27.04113","21.08954","23.67263","26.8462","29.412","30.52166","26.60908","31.55806","","","","","","",
"Lower middle income","LMC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1114.21603","","","841.83405","793.78806","","","","","1046.17915","","","","","","","","","","","","44.69406","","","","","","",
"Late-demographic dividend","LTE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.30856","","22.74967","","","","20.3411","26.14788","21.14505","22.7541","22.61438","24.54461","26.000875","25.715835","23.31199","","","","","","","","",
"Lithuania","LTU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.90075","","","","33.82001","32.19494","20.07651","19.5678","17.39589","16.30627","16.13788","16.01176","16.8635","19.20368","23.57808","24.55553","24.57223","26.89075","24.80784","17.99265","","","","","","","","",
"Luxembourg","LUX","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39603","","41.11313","42.75533","","","","","","","","","",
"Latvia","LVA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.05098","31.62065","27.03476","22.31439","19.38636","18.0672","13.52347","11.57517","","14.28632","14.70856","15.96512","13.29023","15.03855","20.04302","29.38398","29.62048","25.51264","27.37707","17.72948","","","","","","","","",
"Macao SAR, China","MAC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.53328","54.24626","","25.3062","20.1443","19.0448","21.53847","19.18789","16.00569","16.40389","15.48866","23.24413","28.85212","49.61225","19.14788","17.35804","24.61862","23.20479","19.0542","","","","","","","",
"St. Martin (French part)","MAF","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.55004","92.72393","99.82809","","","","","","","","","82.09375","","","","","","","","","","","","","","","",
"Monaco","MCO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.31218","38.98779","38.18395","45.30878","37.34812","35.79604","34.9865","","32.93997","","31.4807","30.62616","26.64596","","","","","","",
"Madagascar","MDG","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.25402","154.44129","","","","","","","158.34654","160.7926","143.1506","144.03466","146.90817","","95.27281","102.84457","","","0.03371","0.03809","","","","","","","","",
"Maldives","MDV","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.87037","","","","","","","","","","",
"Middle East & North Africa","MEA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.77782","38.70704","","30.12056","41.38617","39.40927","36.99457","37.59587","35.53505","37.41202","38.40126","43.14149","40.64967","35.91201","36.31664","36.90735","39.11807","36.45238","29.65754","","","","","","","","",
"Marshall Islands","MHL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.92703","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.14099","","","","","","","","","","","",
"North Macedonia","MKD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.70138","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290.05898","186.22427","","","","","","","","","114.27258","116.53614","128.55564","181.3255","114.94054","111.89054","152.13595","165.6316","188.86353","166.91975","","","","","","","",
"Malta","MLT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0831","","","","44.34047","","25.0676","","","37.47493","42.59991","45.02282","56.31045","39.27497","49.69013","51.35467","47.10169","44.39611","","","","","","","","","",
"Myanmar","MMR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.55094","","","","","","","16.6916","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.33165","","","","","30.1697","","18.30546","","","","","","5.09328","2.85537","16.50433","13.22666","11.30382","7.9848","10.67267","5.18859","","","","","","","",
"Northern Mariana Islands","MNP","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1171.91177","","","","","","","253.00431","","","","","","148.65744","165.60055","","","","","","","","","","","",
"Mauritania","MRT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.87135","","85.90521","","","","","","","","","163.09107","","162.81621","87.23176","70.43038","67.48049","","92.77992","95.78092","","","","","","","","",
"Mauritius","MUS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.98447","33.77591","46.38897","41.516","27.54463","21.11129","","15.15406","15.55413","12.44074","9.25467","8.39031","8.77186","10.81858","11.11475","10.53482","9.57631","","","","","","","",
"Malawi","MWI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2489.7533","2487.14137","1857.0333","","","","","","","","","1447.392","1317.59933","","","","","","","","","","","","","",
"Malaysia","MYS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8602","109.09435","97.63051","89.3199","68.26787","","57.60349","47.9295","","59.51631","45.47487","58.89758","44.10929","44.12602","","","25.90471","24.78556","23.75401","","","","","","",
"North America","NAC","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.85008","","","","","","","","","40.28518","36.35893","40.19827","32.761025","31.55861","21.89296","25.032455","29.08214","29.227265","25.434805","","","","","","","","",
